pad;F.Cu;In1.Cu;In2.Cu;In3.Cu;In4.Cu;B.Cu;;Layer Name;velocity (m/s);min flight T (ps);max flight T (ps);mean flight t (s)
J1;19.830063;15.929067;15.929067;15.929067108361;15.929067216722;15.929067325083;;;;107.819;108.903;1.08361E-10
D22;19.8616305;15.9544245;15.9544245;15.9544246085335;15.954424717067;15.9544248256005;;;;107.991;109.076;1.085335E-10
N14;19.871238;15.962142;15.962142;15.962142108586;15.962142217172;15.962142325758;;;;108.043;109.129;1.08586E-10
B16;19.9031715;15.9877935;15.9877935;15.9877936087605;15.987793717521;15.9877938262815;;;;108.217;109.304;1.087605E-10
B15;19.9269615;16.0069035;16.0069035;16.0069036088905;16.006903717781;16.0069038266715;;;;108.346;109.435;1.088905E-10
C20;19.9494705;16.0249845;16.0249845;16.0249846090135;16.024984718027;16.0249848270405;;;;108.468;109.559;1.090135E-10
P15;19.989639;16.057251;16.057251;16.057251109233;16.057251218466;16.057251327699;;;;108.687;109.779;1.09233E-10
K1;19.9908285;16.0582065;16.0582065;16.0582066092395;16.058206718479;16.0582068277185;;;;108.693;109.786;1.092395E-10
Y6;20.0052855;16.0698195;16.0698195;16.0698196093185;16.069819718637;16.0698198279555;;;;108.772;109.865;1.093185E-10
N20;20.057349;16.111641;16.111641;16.111641109603;16.111641219206;16.111641328809;;;;109.055;110.151;1.09603E-10
A20;20.082603;16.131927;16.131927;16.131927109741;16.131927219482;16.131927329223;;;;109.192;110.29;1.09741E-10
A18;20.086812;16.135308;16.135308;16.135308109764;16.135308219528;16.135308329292;;;;109.215;110.313;1.09764E-10
AA6;20.099622;16.145598;16.145598;16.145598109834;16.145598219668;16.145598329502;;;;109.285;110.383;1.09834E-10
T20;20.243277;16.260993;16.260993;16.260993110619;16.260993221238;16.260993331857;;;;110.066;111.172;1.10619E-10
N19;20.284269;16.293921;16.293921;16.293921110843;16.293921221686;16.293921332529;;;;110.289;111.397;1.10843E-10
T19;20.314281;16.318029;16.318029;16.318029111007;16.318029222014;16.318029333021;;;;110.452;111.562;1.11007E-10
P22;20.3956245;16.3833705;16.3833705;16.3833706114515;16.383370722903;16.3833708343545;;;;110.894;112.009;1.114515E-10
R21;20.4051405;16.3910145;16.3910145;16.3910146115035;16.391014723007;16.3910148345105;;;;110.946;112.061;1.115035E-10
N22;20.4051405;16.3910145;16.3910145;16.3910146115035;16.391014723007;16.3910148345105;;;;110.946;112.061;1.115035E-10
L12;20.489961;16.459149;16.459149;16.459149111967;16.459149223934;16.459149335901;;;;111.407;112.527;1.11967E-10
R22;20.563527;16.518243;16.518243;16.518243112369;16.518243224738;16.518243337107;;;;111.807;112.931;1.12369E-10
B2;20.6318775;16.5731475;16.5731475;16.5731476127425;16.573147725485;16.5731478382275;;;;112.179;113.306;1.127425E-10
E2;20.6990385;16.6270965;16.6270965;16.6270966131095;16.627096726219;16.6270968393285;;;;112.544;113.675;1.131095E-10
A19;20.705169;16.632021;16.632021;16.632021113143;16.632021226286;16.632021339429;;;;112.577;113.709;1.13143E-10
C2;20.723469;16.646721;16.646721;16.646721113243;16.646721226486;16.646721339729;;;;112.677;113.809;1.13243E-10
E22;20.750736;16.668624;16.668624;16.668624113392;16.668624226784;16.668624340176;;;;112.825;113.959;1.13392E-10
AB6;20.861085;16.757265;16.757265;16.757265113995;16.75726522799;16.757265341985;;;;113.425;114.565;1.13995E-10
D17;20.86932;16.76388;16.76388;16.76388011404;16.76388022808;16.76388034212;;;;113.47;114.61;1.1404E-10
C17;20.8798425;16.7723325;16.7723325;16.7723326140975;16.772332728195;16.7723328422925;;;;113.527;114.668;1.140975E-10
P21;20.9215665;16.8058485;16.8058485;16.8058486143255;16.805848728651;16.8058488429765;;;;113.754;114.897;1.143255E-10
N10;20.9881785;16.8593565;16.8593565;16.8593566146895;16.859356729379;16.8593568440685;;;;114.116;115.263;1.146895E-10
D2;20.9956815;16.8653835;16.8653835;16.8653836147305;16.865383729461;16.8653838441915;;;;114.157;115.304;1.147305E-10
U15;21.1085925;16.9560825;16.9560825;16.9560826153475;16.956082730695;16.9560828460425;;;;114.771;115.924;1.153475E-10
W6;21.191217;17.022453;17.022453;17.022453115799;17.022453231598;17.022453347397;;;;115.22;116.378;1.15799E-10
